"","Standardized","V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","Long","Lat","lon","lat"
"130","Inghilterra",1514,22,"Inghilterra","Inghilterra","PROPN","SP","_",20,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,-1.1743197,52.3555177
"131","Inghilterra",25,21,"Inghilterra","Inghilterra","PROPN","SP","_",19,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,-1.1743197,52.3555177
"132","Inghilterra",2304,34,"Inghilterra","Inghilterra","PROPN","SP","_",32,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,-1.1743197,52.3555177
"133","Inghilterra",3518,80,"Inghilterra","Inghilterra","PROPN","SP","_",78,"nmod","_","_",NA,NA,NA,NA,-1.1743197,52.3555177
"134","Inghilterra",3895,7,"Inghilterra","Inghilterra","PROPN","SP","_",5,"nmod","_","_",NA,NA,NA,NA,-1.1743197,52.3555177
"135","Inghilterra",3114,36,"Inghilterra","Inghilterra","PROPN","SP","_",34,"nmod","_","_",NA,NA,NA,NA,-1.1743197,52.3555177
"136","Irlanda",2783,30,"Irlanda","Irlanda","PROPN","SP","_",28,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-8.24389,53.41291
"137","Irlanda",5538,25,"Irlanda","Irlanda","PROPN","SP","_",23,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-8.24389,53.41291
"138","Istanbul",5275,37,"Constantinopoli","Constantinopoli","PROPN","SP","_",35,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,28.9783589,41.0082376
"139","Istanbul",864,17,"Costantinopoli","Costantinopoli","PROPN","SP","_",15,"obl","_","SpaceAfter=No",NA,NA,NA,NA,28.9783589,41.0082376
"140","Italia",1372,40,"Italia","Italia","PROPN","SP","_",37,"obl","_","SpaceAfter=No",NA,NA,NA,NA,12.56738,41.87194
"141","Italia",589,52,"Italia","Italia","PROPN","SP","_",54,"obl","_","_",NA,NA,NA,NA,12.56738,41.87194
"142","Italia",232,16,"Italia","Italia","PROPN","SP","_",14,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,12.56738,41.87194
"143","Lerici",5767,38,"Lerici","Lerico","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,NA,NA,9.9169337,44.0756332
"144","Lipari",506,61,"Lipari","Liparo","PROPN","SP","_",59,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-82.9800844,42.490726
"145","Londra",5716,13,"Londra","Londra","PROPN","SP","_",14,"obl","_","_",NA,NA,NA,NA,-0.1277583,51.5073509
"146","Londra",2245,6,"Londra","Londra","PROPN","SP","_",4,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-0.1277583,51.5073509
"147","Londra",2054,39,"Londra","Londra","PROPN","SP","_",37,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-0.1277583,51.5073509
"148","Londra",862,26,"Londra","Londra","PROPN","SP","_",24,"obl","_","_",NA,NA,NA,NA,-0.1277583,51.5073509
"149","Londra",2850,11,"Londra","Londra","PROPN","SP","_",9,"nmod","_","_",NA,NA,NA,NA,-0.1277583,51.5073509
"150","Lunigiana (La Spezia)",1756,29,"Lunigiana","Lunigiana","PROPN","SP","_",27,"obl","_","_",NA,NA,NA,NA,9.8373977,44.1188915
"151","Lunigiana (La Spezia)",2462,68,"Lunigiana","Lunigiana","PROPN","SP","_",66,"obl","_","SpaceAfter=No",NA,NA,NA,NA,9.8373977,44.1188915
"152","Lunigiana (La Spezia)",24,20,"Lunigiana","Lunigiana","PROPN","SP","_",18,"obl","_","SpaceAfter=No",NA,NA,NA,NA,9.8373977,44.1188915
"153","Mallorca",2374,21,"Maiolica","Maiolica","PROPN","SP","_",19,"nmod","_","_",NA,NA,NA,NA,3.0175712,39.6952629
"154","Mallorca",1512,27,"Visalgo","Visalgo","PROPN","SP","_",25,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,3.0175712,39.6952629
"155","Mallorca",922,55,"Maiolica","Maiolica","PROPN","SP","_",53,"obl","_","SpaceAfter=No",NA,NA,NA,NA,3.0175712,39.6952629
"156","Mallorca",1141,69,"Maiolica","Maiolica","PROPN","SP","_",67,"nmod","_","_",NA,NA,NA,NA,3.0175712,39.6952629
"157","Napoli",4326,39,"Ruga","Ruga","PROPN","SP","_",37,"nsubj","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"158","Napoli",6403,24,"Napoli","Napoli","PROPN","SP","_",22,"obl","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"159","Napoli",794,41,"Napoli","Napoli","PROPN","SP","_",38,"obl","_","SpaceAfter=No",NA,NA,NA,NA,14.2681244,40.8517746
"160","Napoli",2748,73,"Napoli","Napoli","PROPN","SP","_",76,"nsubj","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"161","Napoli",151,32,"Napoli","Napoli","PROPN","SP","_",35,"obl","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"162","Napoli",305,33,"Napoli","Napoli","PROPN","SP","_",31,"nmod","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"163","Napoli",542,17,"Napoli","Napoli","PROPN","SP","_",13,"obl","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"164","Napoli",4327,40,"Catalana","Catalana","PROPN","SP","_",39,"flat:name","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"165","Napoli",11,7,"Napoli","Napoli","PROPN","SP","_",5,"obl","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"166","Napoli",4811,8,"Napoli","Napoli","PROPN","SP","_",6,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,14.2681244,40.8517746
"167","Napoli",893,18,"Malpertugio","Malpertugio","PROPN","SP","_",17,"conj","_","SpaceAfter=No",NA,NA,NA,NA,14.2681244,40.8517746
"168","Napoli",574,13,"Napoli","Napoli","PROPN","SP","_",15,"obl","_","_",NA,NA,NA,NA,14.2681244,40.8517746
"169","Pafo",7830,64,"Baffa","Baffa","PROPN","SP","_",74,"nsubj","_","_",NA,NA,NA,NA,32.4297369,34.7720133
"170","Pafo",7851,6,"Baffa","Baffa","PROPN","SP","_",14,"obl","_","_",NA,NA,NA,NA,32.4297369,34.7720133
"171","Pafo",8612,3,"Baffa","Baffa","PROPN","SP","_",5,"obl","_","_",NA,NA,NA,NA,32.4297369,34.7720133
"172","Pafo",7815,49,"Baffa","Baffa","PROPN","SP","_",56,"obl","_","_",NA,NA,NA,NA,32.4297369,34.7720133
"173","Pafo",9624,61,"Baffa","Baffa","PROPN","SP","_",62,"obl","_","_",NA,NA,NA,NA,32.4297369,34.7720133
"174","Pafo",9555,12,"Baffa","Baffa","PROPN","SP","_",10,"obl","_","SpaceAfter=No",NA,NA,NA,NA,32.4297369,34.7720133
"175","Palermo",3265,46,"Palermo","Palermo","PROPN","SP","_",44,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,13.3612671,38.1156879
"176","Palermo",6510,29,"Palermo","Palermo","PROPN","SP","_",27,"obl","_","_",NA,NA,NA,NA,13.3612671,38.1156879
"177","Palermo",1728,55,"Palermo","Palermo","PROPN","SP","_",53,"obl","_","SpaceAfter=No",NA,NA,NA,NA,13.3612671,38.1156879
"178","Palermo",1515,11,"Palermo","Palermo","PROPN","SP","_",8,"obl","_","_",NA,NA,NA,NA,13.3612671,38.1156879
"179","Palermo",2257,34,"Palermo","Palermo","PROPN","SP","_",29,"conj","_","_",NA,NA,NA,NA,13.3612671,38.1156879
"180","Palermo",1680,7,"Palermo","Palermo","PROPN","SP","_",3,"obl","_","SpaceAfter=No",NA,NA,NA,NA,13.3612671,38.1156879
"181","Palermo",1988,43,"Palermo","Palermo","PROPN","SP","_",41,"obl","_","_",NA,NA,NA,NA,13.3612671,38.1156879
"182","Palermo",1409,20,"Palermo","Palermo","PROPN","SP","_",17,"obl","_","SpaceAfter=No",NA,NA,NA,NA,13.3612671,38.1156879
"183","Parigi",2980,5,"Parigi","Parigi","PROPN","SP","_",2,"nmod","_","_",NA,NA,NA,NA,-90.341655,38.648234
"184","Parigi",5528,15,"Parigi","Parigi","PROPN","SP","_",10,"nmod","_","_",NA,NA,NA,NA,-90.341655,38.648234
"185","Parigi",7740,9,"Parigi","Parigi","PROPN","SP","_",7,"obl","_","_",NA,NA,NA,NA,-90.341655,38.648234
"186","Parigi",3876,28,"Parigi","Parigi","PROPN","SP","_",22,"conj","_","_",NA,NA,NA,NA,-90.341655,38.648234
"187","Parigi",7669,46,"Parigi","Parigi","PROPN","SP","_",44,"obl","_","_",NA,NA,NA,NA,-90.341655,38.648234
"188","Parigi",289,3,"Parigi","Parigi","PROPN","SP","_",0,"root","_","_",NA,NA,NA,NA,-90.341655,38.648234
"189","Parigi",2611,52,"Parigi","Parigi","PROPN","SP","_",50,"obl","_","_",NA,NA,NA,NA,-90.341655,38.648234
"190","Peloponneso",3909,42,"Romania","Romania","PROPN","SP","_",43,"nsubj","_","_",NA,NA,NA,NA,22.37349,37.5079472
"191","Peloponneso",2787,24,"Romania","Romania","PROPN","SP","_",20,"obl","_","SpaceAfter=No",NA,NA,NA,NA,22.37349,37.5079472
"192","Perugia",2260,37,"Perugia","Perugia","PROPN","SP","_",29,"conj","_","_",NA,NA,NA,NA,12.3908279,43.1107168
"193","Perugia",7,3,"Perugia","Perugia","PROPN","SP","_",1,"obl","_","SpaceAfter=No",NA,NA,NA,NA,12.3908279,43.1107168
"194","Perugia",565,37,"Perugia","Perugia","PROPN","SP","_",31,"conj","_","_",NA,NA,NA,NA,12.3908279,43.1107168
"195","Perugia",1519,15,"Perugia","Perugia","PROPN","SP","_",13,"obl","_","SpaceAfter=No",NA,NA,NA,NA,12.3908279,43.1107168
"196","Perugia",129,10,"Perugia","Perugia","PROPN","SP","_",7,"obl","_","_",NA,NA,NA,NA,12.3908279,43.1107168
"197","Perugia",6417,9,"Perugia","Perugia","PROPN","SP","_",6,"conj","_","_",NA,NA,NA,NA,12.3908279,43.1107168
"198","Piacenza",4213,6,"Piagenza","Piagenza","PROPN","SP","_",4,"nmod","_","_",NA,NA,NA,NA,9.6929845,45.0526206
"199","Piacenza",816,14,"Piagenza","Piagenza","PROPN","SP","_",12,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,9.6929845,45.0526206
"200","Piccardia",2351,9,"Piccardia","Piccardia","PROPN","SP","_",5,"obl","_","_",NA,NA,NA,NA,2.5280732,49.6636127
"201","Pisa",470,38,"Pisa","Pisa","PROPN","SP","_",36,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,10.4016888,43.7228386
"202","Pisa",3435,15,"Pisa","Pisa","PROPN","SP","_",17,"obl","_","_",NA,NA,NA,NA,10.4016888,43.7228386
"203","Pisa",1051,7,"Pisa","Pisa","PROPN","SP","_",1,"conj","_","_",NA,NA,NA,NA,10.4016888,43.7228386
"204","Pisa",3103,15,"Pisa","Pisa","PROPN","SP","_",17,"obl","_","_",NA,NA,NA,NA,10.4016888,43.7228386
"205","Pisa",342,4,"Pisa","Pisa","PROPN","SP","_",6,"nmod","_","_",NA,NA,NA,NA,10.4016888,43.7228386
"206","Pisa",2831,17,"Pisa","Pisa","PROPN","SP","_",19,"fixed","_","_",NA,NA,NA,NA,10.4016888,43.7228386
"207","Pisa",3453,12,"Pisa","Pisa","PROPN","SP","_",10,"obl","_","SpaceAfter=No",NA,NA,NA,NA,10.4016888,43.7228386
"208","Ponza",585,23,"Ponzo","Ponzo","PROPN","SP","_",21,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,12.9579459,40.9108657
"209","Ponza",1928,8,"Ponzo","Ponzo","PROPN","SP","_",6,"obl","_","_",NA,NA,NA,NA,12.9579459,40.9108657
"210","Principato di Monaco",1210,86,"Monaco","Monaco","PROPN","SP","_",83,"conj","_","_",NA,NA,NA,NA,7.4246158,43.7384176
"211","Principato di Monaco",7,3,"Monaco","Monaco","PROPN","SP","_",1,"nmod","_","_",NA,NA,NA,NA,7.4246158,43.7384176
"212","Principato di Monaco",1308,11,"Monaco","Monaco","PROPN","SP","_",9,"obl","_","_",NA,NA,NA,NA,7.4246158,43.7384176
"213","Principato di Monaco",1177,54,"Monaco","Monaco","PROPN","SP","_",55,"obl","_","_",NA,NA,NA,NA,7.4246158,43.7384176
"214","Procida",3132,40,"Procida","Procida","PROPN","SP","_",38,"nmod","_","_",NA,NA,NA,NA,14.0150996,40.7578412
"215","Procida",2217,9,"Procida","Procida","PROPN","SP","_",3,"nmod","_","_",NA,NA,NA,NA,14.0150996,40.7578412
"216","Puglia",1332,37,"Puglia","Puglia","PROPN","SP","_",35,"nmod","_","_",NA,NA,NA,NA,17.1011931,40.7928393
"217","Ravello",2364,74,"Ravello","Ravello","PROPN","SP","_",67,"conj","_","SpaceAfter=No",NA,NA,NA,NA,14.6117112,40.6491886
"218","Ravello",295,8,"Ravello","Ravello","PROPN","SP","_",7,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,14.6117112,40.6491886
"219","Ravenna",615,39,"Ravenna","Ravenna","PROPN","SP","_",37,"obl","_","SpaceAfter=No",NA,NA,NA,NA,12.2035294,44.4183598
"220","Reggio Calabria",222,6,"Reggio","Reggio","PROPN","SP","_",4,"nmod","_","_",NA,NA,NA,NA,15.6472914,38.1113006
"221","Rodi",7114,18,"Rodi","Rodi","PROPN","SP","_",16,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-77.2376265,38.917372
"222","Rodi",7756,20,"Rodi","Rodi","PROPN","SP","_",18,"nmod","_","_",NA,NA,NA,NA,-77.2376265,38.917372
"223","Rodi",7574,15,"Rodi","Rodi","PROPN","SP","_",13,"nmod","_","_",NA,NA,NA,NA,-77.2376265,38.917372
"224","Roma",273,7,"Roma","Roma","PROPN","SP","_",5,"nmod","_","_",NA,NA,NA,NA,-95.9036356,36.0766378
"225","Roma",2986,61,"Roma","Roma","PROPN","SP","_",59,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-95.9036356,36.0766378
"226","Roma",3785,11,"Roma","Roma","PROPN","SP","_",3,"nmod","_","_",NA,NA,NA,NA,-95.9036356,36.0766378
"227","Roma",1541,49,"Roma","Roma","PROPN","SP","_",47,"nmod","_","_",NA,NA,NA,NA,-95.9036356,36.0766378
"228","Rouen",6698,35,"Ruem","Ruem","PROPN","SP","_",33,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,1.099971,49.443232
"229","Salerno",241,24,"Salerno","Salerno","PROPN","SP","_",27,"nsubj","_","_",NA,NA,NA,NA,14.7680961,40.6824408
"230","Sardegna",781,5,"Sardigna","Sardigna","PROPN","SP","_",3,"obj","_","_",NA,NA,NA,NA,9.0128926,40.1208752
"231","Scozia",33,29,"Scozia","Scozia","PROPN","SP","_",27,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,-4.2026458,56.4906712
"232","Scozia",4059,36,"Scozia","Scozia","PROPN","SP","_",33,"obj","_","_",NA,NA,NA,NA,-4.2026458,56.4906712
"233","Scozia",3125,46,"Scozia","Scozia","PROPN","SP","_",44,"nmod","_","_",NA,NA,NA,NA,-4.2026458,56.4906712
"234","Scozia",3175,11,"Scozia","Scozia","PROPN","SP","_",9,"nmod","_","_",NA,NA,NA,NA,-4.2026458,56.4906712
"235","Sicilia",5571,9,"Cicilia","Cicilia","PROPN","SP","_",7,"nmod","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"236","Sicilia",555,28,"Cicilia","Cicilia","PROPN","SP","_",24,"acl:relcl","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"237","Sicilia",3136,44,"Cicilia","Cicilia","PROPN","SP","_",42,"nmod","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"238","Sicilia",290,18,"Cicilia","Cicilia","PROPN","SP","_",16,"nmod","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"239","Sicilia",56,1,"Cicilia","Cicilia","PROPN","SP","_",26,"nsubj","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"240","Sicilia",5274,10,"Cicilia","Cicilia","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,NA,NA,14.0153557,37.5999938
"241","Sicilia",6489,8,"Cicilia","Cicilia","PROPN","SP","_",9,"obl","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"242","Sicilia",3284,7,"Cicilia","Cicilia","PROPN","SP","_",5,"obl","_","SpaceAfter=No",NA,NA,NA,NA,14.0153557,37.5999938
"243","Sicilia",4800,33,"Cicilia","Cicilia","PROPN","SP","_",31,"obl","_","SpaceAfter=No",NA,NA,NA,NA,14.0153557,37.5999938
"244","Sicilia",5975,35,"Cicilia","Cicilia","PROPN","SP","_",36,"obl","_","SpaceAfter=No",NA,NA,NA,NA,14.0153557,37.5999938
"245","Sicilia",1780,24,"Cicilia","Cicilia","PROPN","SP","_",22,"obl","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"246","Sicilia",3639,14,"Cicilia","Cicilia","PROPN","SP","_",12,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,14.0153557,37.5999938
"247","Sicilia",3444,16,"Cicilia","Cicilia","PROPN","SP","_",14,"obl","_","_",NA,NA,NA,NA,14.0153557,37.5999938
"248","Sicilia",5361,21,"Cicilia","Cicilia","PROPN","SP","_",18,"conj","_","SpaceAfter=No",NA,NA,NA,NA,14.0153557,37.5999938
"249","Smirne",6477,36,"Smirre","Smirre","PROPN","SP","_",33,"nmod","_","SpaceAfter=No",NA,NA,NA,NA,27.142826,38.423734
"250","Smirne",6577,94,"Smirre","Smirre","PROPN","SP","_",96,"obl","_","_",NA,NA,NA,NA,27.142826,38.423734
"251","Smirne",6882,13,"Smirre","Smirre","PROPN","SP","_",8,"obl","_","SpaceAfter=No",NA,NA,NA,NA,27.142826,38.423734
"252","Smirne",6821,34,"Smirre","Smirre","PROPN","SP","_",31,"obl","_","_",NA,NA,NA,NA,27.142826,38.423734
"253","Strangford",2788,35,"Stanforda","Stanforda","PROPN","SP","_",47,"obl","_","SpaceAfter=No",NA,NA,NA,NA,-5.55569,54.36979
"254","Toscana",1847,7,"Toscana","Toscana","PROPN","SP","_",11,"nsubj","_","_",NA,NA,NA,NA,11.2486208,43.7710513
"255","Trani",2498,43,"Trani","Trani","PROPN","SP","_",41,"obl","_","_",NA,NA,NA,NA,16.4178334,41.2774857
"256","Trani",2309,21,"Trani","Trani","PROPN","SP","_",18,"obl","_","SpaceAfter=No",NA,NA,NA,NA,16.4178334,41.2774857
"257","Treviso",244,40,"Trivigi","Trivigi","PROPN","SP","_",38,"nmod","_","_",NA,NA,NA,NA,12.2430437,45.6668893
"258","Treviso",2108,16,"Trivigi","Trivigi","PROPN","SP","_",17,"obl","_","_",NA,NA,NA,NA,12.2430437,45.6668893
"259","Treviso",161,13,"Trivigi","Trivigi","PROPN","SP","_",11,"obl","_","_",NA,NA,NA,NA,12.2430437,45.6668893
"260","Treviso",358,12,"Trivigi","Trivigi","PROPN","SP","_",13,"obl","_","_",NA,NA,NA,NA,12.2430437,45.6668893
"261","Verona",230,46,"Verona","Verona","PROPN","SP","_",44,"obl","_","SpaceAfter=No",NA,NA,NA,NA,10.9916215,45.4383842
